m_auto,m_pers,p_sexe,p_age,p_permis,d_grhre,d_motif,d_mode1,d_orism,m_domsm,d_dessm
1.0,1.0,2.0,60.0,1.0,3.0,1.0,0.0,37,37,36
2.0,5.0,2.0,15.0,1.0,5.0,8.0,1.0,37,37,36
2.0,2.0,2.0,72.0,1.0,4.0,5.0,0.0,37,37,36
2.0,1.0,2.0,77.0,1.0,3.0,8.0,0.0,37,37,36
2.0,4.0,2.0,9.0,5.0,5.0,5.0,1.0,37,37,36
3.0,2.0,2.0,54.0,1.0,2.0,1.0,0.0,37,37,36
3.0,4.0,2.0,54.0,1.0,6.0,5.0,0.0,37,37,36
1.0,1.0,2.0,58.0,1.0,3.0,1.0,0.0,37,37,36
1.0,3.0,2.0,48.0,1.0,5.0,10.0,0.0,37,37,36
2.0,2.0,1.0,57.0,1.0,4.0,5.0,0.0,37,37,37
2.0,5.0,1.0,7.0,5.0,2.0,4.0,1.0,37,37,37
2.0,4.0,1.0,16.0,2.0,5.0,11.0,4.0,37,37,37
2.0,6.0,1.0,7.0,5.0,2.0,4.0,1.0,37,37,37
3.0,4.0,1.0,60.0,1.0,3.0,11.0,0.0,37,37,37
2.0,4.0,1.0,19.0,1.0,5.0,10.0,0.0,37,37,37
2.0,4.0,1.0,33.0,1.0,5.0,11.0,0.0,37,37,37
2.0,4.0,1.0,7.0,5.0,2.0,4.0,1.0,37,37,37
4.0,4.0,1.0,63.0,1.0,4.0,11.0,0.0,37,37,37
1.0,4.0,1.0,10.0,5.0,2.0,4.0,1.0,37,37,37
2.0,4.0,1.0,56.0,1.0,5.0,11.0,0.0,37,37,37
2.0,5.0,1.0,6.0,5.0,2.0,4.0,1.0,37,37,37
1.0,4.0,1.0,7.0,5.0,4.0,11.0,4.0,37,37,37
2.0,5.0,1.0,6.0,5.0,2.0,4.0,1.0,37,37,37
2.0,4.0,1.0,57.0,1.0,5.0,11.0,0.0,37,37,37
2.0,5.0,1.0,10.0,5.0,2.0,4.0,4.0,37,37,37
3.0,3.0,1.0,66.0,1.0,2.0,11.0,0.0,37,37,37
2.0,2.0,1.0,76.0,1.0,3.0,11.0,0.0,37,37,37
2.0,3.0,1.0,39.0,1.0,5.0,11.0,0.0,37,37,37
2.0,4.0,1.0,55.0,1.0,2.0,9.0,0.0,37,37,37
2.0,2.0,1.0,81.0,1.0,4.0,5.0,0.0,37,37,37
2.0,3.0,1.0,6.0,5.0,5.0,11.0,1.0,37,37,37
2.0,6.0,1.0,15.0,5.0,5.0,11.0,1.0,37,37,37
1.0,2.0,1.0,80.0,1.0,4.0,5.0,4.0,37,37,37
1.0,2.0,1.0,73.0,2.0,4.0,5.0,1.0,37,37,37
1.0,1.0,1.0,75.0,1.0,5.0,5.0,0.0,37,37,37
2.0,2.0,1.0,83.0,1.0,6.0,11.0,0.0,37,37,37
2.0,4.0,1.0,10.0,5.0,2.0,4.0,1.0,37,37,37
1.0,3.0,1.0,40.0,1.0,2.0,9.0,0.0,37,37,37
2.0,4.0,1.0,66.0,1.0,2.0,9.0,0.0,37,37,37
4.0,2.0,2.0,58.0,1.0,6.0,11.0,0.0,37,37,37
1.0,2.0,2.0,76.0,1.0,5.0,11.0,4.0,37,37,37
2.0,2.0,2.0,70.0,1.0,4.0,5.0,0.0,37,37,37
2.0,5.0,2.0,44.0,1.0,3.0,11.0,0.0,37,37,37
2.0,5.0,2.0,15.0,5.0,6.0,6.0,1.0,37,37,37
3.0,4.0,2.0,61.0,1.0,2.0,1.0,0.0,37,37,37
2.0,3.0,2.0,50.0,1.0,4.0,11.0,0.0,37,37,37
2.0,5.0,2.0,33.0,1.0,4.0,11.0,0.0,37,37,37
2.0,1.0,2.0,77.0,1.0,6.0,7.0,0.0,37,37,37
2.0,3.0,2.0,58.0,1.0,4.0,5.0,0.0,37,37,37
1.0,4.0,2.0,46.0,1.0,3.0,5.0,0.0,37,37,37
2.0,2.0,2.0,78.0,1.0,2.0,6.0,0.0,37,37,37
2.0,2.0,2.0,77.0,1.0,4.0,5.0,0.0,37,37,37
2.0,2.0,2.0,73.0,1.0,5.0,11.0,0.0,37,37,37
1.0,1.0,2.0,61.0,1.0,6.0,11.0,0.0,37,37,37
1.0,2.0,2.0,67.0,1.0,5.0,11.0,1.0,37,37,37
2.0,4.0,2.0,54.0,1.0,5.0,10.0,0.0,37,37,37
1.0,2.0,2.0,78.0,1.0,4.0,7.0,0.0,37,37,37
2.0,2.0,2.0,66.0,1.0,4.0,11.0,0.0,37,37,37
2.0,3.0,2.0,54.0,1.0,4.0,5.0,0.0,37,37,37
1.0,4.0,2.0,10.0,5.0,4.0,11.0,1.0,37,37,37
1.0,4.0,2.0,43.0,1.0,3.0,5.0,0.0,37,37,37
2.0,2.0,2.0,70.0,1.0,5.0,11.0,0.0,37,37,37
2.0,4.0,2.0,54.0,1.0,6.0,11.0,0.0,37,37,37
2.0,2.0,2.0,73.0,1.0,4.0,5.0,1.0,37,37,37
2.0,4.0,2.0,55.0,1.0,5.0,11.0,0.0,37,37,37
2.0,2.0,2.0,67.0,1.0,3.0,6.0,0.0,37,37,37
3.0,4.0,2.0,57.0,1.0,4.0,10.0,0.0,37,37,37
2.0,5.0,2.0,5.0,5.0,4.0,11.0,1.0,37,37,37
1.0,2.0,2.0,78.0,1.0,5.0,11.0,4.0,37,37,37
2.0,3.0,2.0,11.0,5.0,5.0,6.0,1.0,37,37,37
0.0,1.0,2.0,60.0,1.0,5.0,11.0,4.0,37,37,37
2.0,2.0,2.0,70.0,1.0,3.0,11.0,0.0,37,37,37
2.0,2.0,2.0,72.0,1.0,4.0,5.0,1.0,37,37,37
2.0,4.0,2.0,55.0,1.0,2.0,11.0,0.0,37,37,37
2.0,2.0,2.0,60.0,1.0,2.0,6.0,0.0,37,37,37
1.0,1.0,2.0,73.0,1.0,4.0,6.0,0.0,37,37,37
2.0,2.0,2.0,72.0,1.0,4.0,5.0,0.0,37,37,37
2.0,5.0,2.0,52.0,1.0,4.0,11.0,2.0,37,37,37
2.0,4.0,2.0,50.0,1.0,5.0,11.0,0.0,37,37,37
1.0,3.0,2.0,76.0,1.0,3.0,5.0,0.0,37,37,37
1.0,3.0,2.0,77.0,1.0,3.0,5.0,0.0,37,37,37
2.0,5.0,2.0,33.0,1.0,4.0,11.0,0.0,37,37,37
2.0,6.0,2.0,46.0,1.0,2.0,9.0,0.0,37,37,37
2.0,3.0,2.0,52.0,1.0,3.0,1.0,0.0,37,37,37
2.0,3.0,2.0,52.0,1.0,4.0,5.0,0.0,37,37,37
3.0,4.0,2.0,46.0,1.0,3.0,1.0,0.0,37,37,38
2.0,2.0,2.0,62.0,1.0,2.0,1.0,0.0,37,37,38
2.0,4.0,1.0,20.0,2.0,3.0,4.0,2.0,37,37,39
3.0,5.0,1.0,18.0,1.0,2.0,4.0,2.0,37,37,39
2.0,3.0,1.0,19.0,1.0,3.0,4.0,1.0,37,37,39
1.0,3.0,1.0,64.0,1.0,2.0,1.0,2.0,37,37,39
1.0,4.0,1.0,50.0,1.0,2.0,4.0,2.0,37,37,39
2.0,5.0,2.0,42.0,1.0,3.0,9.0,0.0,37,37,39
2.0,3.0,2.0,18.0,2.0,2.0,4.0,2.0,37,37,39
2.0,3.0,2.0,18.0,2.0,2.0,4.0,2.0,37,37,39
2.0,5.0,2.0,44.0,1.0,3.0,9.0,0.0,37,37,39
2.0,3.0,2.0,25.0,1.0,2.0,1.0,2.0,37,37,39
3.0,4.0,2.0,18.0,1.0,2.0,4.0,2.0,37,37,39
2.0,2.0,2.0,65.0,1.0,5.0,11.0,1.0,37,38,38
1.0,3.0,2.0,50.0,1.0,5.0,11.0,0.0,37,38,38
2.0,3.0,2.0,39.0,1.0,5.0,11.0,0.0,37,82,82
2.0,5.0,2.0,44.0,1.0,2.0,11.0,0.0,37,82,82
2.0,6.0,2.0,38.0,1.0,4.0,11.0,0.0,38,37,37
2.0,2.0,2.0,57.0,1.0,5.0,11.0,0.0,38,37,37
2.0,4.0,2.0,36.0,1.0,4.0,11.0,0.0,38,37,37
5.0,5.0,2.0,57.0,1.0,2.0,1.0,1.0,38,38,18
5.0,5.0,2.0,27.0,1.0,2.0,1.0,2.0,38,38,18
2.0,2.0,1.0,67.0,1.0,4.0,6.0,0.0,38,38,30
2.0,3.0,1.0,36.0,1.0,1.0,1.0,0.0,38,38,30
1.0,3.0,2.0,77.0,1.0,6.0,7.0,0.0,38,38,30
2.0,5.0,2.0,8.0,5.0,5.0,6.0,1.0,38,38,30
2.0,5.0,2.0,46.0,1.0,3.0,5.0,0.0,38,38,30
2.0,5.0,2.0,38.0,1.0,5.0,6.0,0.0,38,38,30
1.0,3.0,2.0,16.0,2.0,5.0,6.0,1.0,38,38,36
2.0,2.0,2.0,78.0,1.0,4.0,6.0,0.0,38,38,36
2.0,2.0,2.0,71.0,1.0,2.0,6.0,1.0,38,38,37
2.0,2.0,2.0,63.0,1.0,5.0,5.0,0.0,38,38,37
1.0,2.0,1.0,80.0,1.0,5.0,5.0,0.0,38,38,38
5.0,4.0,1.0,21.0,1.0,5.0,11.0,0.0,38,38,38
1.0,1.0,1.0,57.0,1.0,5.0,6.0,0.0,38,38,38
2.0,5.0,1.0,41.0,1.0,3.0,9.0,0.0,38,38,38
3.0,3.0,1.0,60.0,1.0,5.0,11.0,0.0,38,38,38
3.0,3.0,1.0,62.0,1.0,3.0,5.0,0.0,38,38,38
2.0,5.0,1.0,6.0,5.0,4.0,4.0,1.0,38,38,38
1.0,1.0,1.0,57.0,1.0,3.0,6.0,0.0,38,38,38
1.0,1.0,1.0,76.0,1.0,4.0,11.0,0.0,38,38,38
4.0,2.0,1.0,33.0,1.0,2.0,11.0,0.0,38,38,38
2.0,5.0,1.0,33.0,1.0,2.0,1.0,0.0,38,38,38
2.0,2.0,1.0,73.0,1.0,3.0,6.0,0.0,38,38,38
1.0,3.0,1.0,58.0,1.0,5.0,5.0,0.0,38,38,38
2.0,4.0,1.0,38.0,1.0,2.0,9.0,0.0,38,38,38
0.0,2.0,2.0,70.0,2.0,4.0,5.0,4.0,38,38,38
2.0,2.0,2.0,50.0,1.0,5.0,5.0,0.0,38,38,38
2.0,5.0,2.0,31.0,1.0,2.0,9.0,0.0,38,38,38
1.0,3.0,2.0,12.0,5.0,2.0,4.0,4.0,38,38,38
1.0,2.0,2.0,73.0,1.0,5.0,11.0,1.0,38,38,38
3.0,5.0,2.0,46.0,1.0,3.0,4.0,0.0,38,38,38
2.0,2.0,2.0,70.0,1.0,4.0,11.0,0.0,38,38,38
0.0,2.0,2.0,70.0,2.0,5.0,11.0,4.0,38,38,38
2.0,3.0,2.0,35.0,1.0,5.0,11.0,0.0,38,38,38
2.0,5.0,2.0,31.0,1.0,4.0,11.0,0.0,38,38,38
2.0,2.0,2.0,50.0,1.0,5.0,5.0,0.0,38,38,38
2.0,5.0,2.0,38.0,1.0,5.0,10.0,0.0,38,38,38
1.0,4.0,1.0,17.0,2.0,3.0,4.0,4.0,38,38,39
2.0,2.0,1.0,29.0,1.0,5.0,1.0,0.0,38,38,39
2.0,4.0,2.0,37.0,1.0,2.0,9.0,4.0,38,38,39
2.0,4.0,2.0,37.0,1.0,5.0,10.0,4.0,38,38,39
2.0,4.0,2.0,37.0,1.0,2.0,9.0,4.0,38,38,39
2.0,2.0,2.0,60.0,1.0,5.0,11.0,0.0,38,39,39
1.0,3.0,2.0,42.0,1.0,5.0,11.0,0.0,38,39,39
2.0,4.0,2.0,15.0,5.0,6.0,11.0,1.0,38,39,39
3.0,3.0,2.0,26.0,1.0,5.0,11.0,0.0,38,39,39
1.0,2.0,1.0,62.0,1.0,5.0,11.0,4.0,39,28,28
1.0,2.0,2.0,33.0,1.0,5.0,11.0,0.0,39,28,28
2.0,4.0,1.0,19.0,1.0,5.0,11.0,2.0,39,29,29
2.0,4.0,1.0,41.0,1.0,6.0,11.0,0.0,39,29,29
2.0,1.0,2.0,58.0,1.0,5.0,6.0,0.0,39,29,29
3.0,4.0,2.0,18.0,1.0,4.0,11.0,2.0,39,29,29
2.0,4.0,1.0,18.0,1.0,5.0,11.0,2.0,39,30,30
1.0,2.0,1.0,61.0,1.0,5.0,11.0,1.0,39,30,30
1.0,2.0,1.0,67.0,1.0,6.0,11.0,0.0,39,30,30
2.0,2.0,2.0,61.0,1.0,4.0,11.0,0.0,39,30,30
1.0,4.0,2.0,18.0,2.0,6.0,11.0,2.0,39,30,30
1.0,2.0,2.0,58.0,1.0,5.0,11.0,0.0,39,30,30
1.0,5.0,1.0,43.0,1.0,5.0,11.0,0.0,39,31,31
1.0,2.0,2.0,50.0,1.0,4.0,11.0,0.0,39,31,31
4.0,5.0,2.0,19.0,1.0,4.0,11.0,2.0,39,31,31
2.0,4.0,2.0,19.0,1.0,4.0,11.0,2.0,39,31,31
2.0,4.0,1.0,17.0,2.0,5.0,11.0,2.0,39,33,33
2.0,3.0,2.0,17.0,1.0,5.0,11.0,0.0,39,33,33
3.0,4.0,1.0,17.0,1.0,5.0,11.0,0.0,39,35,35
3.0,4.0,1.0,17.0,2.0,6.0,11.0,2.0,39,35,35
3.0,4.0,1.0,15.0,5.0,5.0,11.0,2.0,39,35,35
1.0,4.0,1.0,12.0,5.0,5.0,11.0,1.0,39,35,35
2.0,4.0,1.0,18.0,1.0,6.0,11.0,1.0,39,35,35
3.0,5.0,2.0,17.0,1.0,4.0,11.0,1.0,39,35,35
1.0,2.0,2.0,69.0,1.0,5.0,11.0,0.0,39,35,35
2.0,4.0,2.0,42.0,1.0,5.0,11.0,0.0,39,35,35
3.0,5.0,2.0,49.0,1.0,5.0,11.0,0.0,39,35,35
2.0,5.0,1.0,46.0,1.0,6.0,11.0,0.0,39,36,36
1.0,3.0,2.0,22.0,1.0,5.0,11.0,2.0,39,36,36
4.0,5.0,2.0,52.0,1.0,5.0,11.0,0.0,39,36,36
2.0,1.0,2.0,60.0,1.0,5.0,6.0,0.0,39,36,36
2.0,5.0,2.0,18.0,1.0,5.0,6.0,2.0,39,36,36
2.0,4.0,2.0,19.0,1.0,4.0,11.0,0.0,39,36,36
4.0,4.0,2.0,18.0,1.0,5.0,11.0,0.0,39,36,36
2.0,4.0,2.0,52.0,1.0,5.0,11.0,0.0,39,36,36
4.0,5.0,2.0,50.0,1.0,3.0,11.0,0.0,39,36,36
1.0,4.0,1.0,20.0,1.0,4.0,11.0,2.0,39,37,37
1.0,3.0,1.0,62.0,1.0,5.0,11.0,2.0,39,37,37
1.0,4.0,1.0,46.0,1.0,5.0,11.0,2.0,39,37,37
2.0,5.0,1.0,41.0,1.0,5.0,11.0,0.0,39,37,37
2.0,3.0,1.0,64.0,1.0,3.0,11.0,0.0,39,37,37
2.0,4.0,2.0,54.0,1.0,5.0,11.0,0.0,39,37,37
2.0,4.0,2.0,54.0,1.0,5.0,11.0,0.0,39,37,37
3.0,5.0,2.0,50.0,1.0,3.0,11.0,0.0,39,37,37
2.0,2.0,2.0,62.0,1.0,4.0,11.0,0.0,39,37,37
1.0,1.0,2.0,60.0,1.0,5.0,11.0,0.0,39,37,37
3.0,5.0,2.0,50.0,1.0,3.0,11.0,0.0,39,37,37
1.0,2.0,1.0,65.0,1.0,5.0,11.0,4.0,39,38,38
2.0,2.0,1.0,29.0,1.0,7.0,11.0,0.0,39,38,38
1.0,3.0,2.0,24.0,2.0,5.0,11.0,4.0,39,38,38
1.0,2.0,2.0,61.0,1.0,4.0,11.0,0.0,39,38,38
1.0,3.0,2.0,24.0,2.0,5.0,11.0,4.0,39,38,38
4.0,5.0,2.0,19.0,1.0,2.0,4.0,0.0,39,39,0
2.0,2.0,2.0,56.0,1.0,2.0,1.0,0.0,39,39,0
2.0,2.0,2.0,60.0,1.0,5.0,7.0,0.0,39,39,18
2.0,4.0,2.0,36.0,1.0,2.0,1.0,0.0,39,39,18
2.0,4.0,2.0,47.0,1.0,4.0,10.0,0.0,39,39,18
4.0,5.0,1.0,53.0,1.0,6.0,5.0,0.0,39,39,30
2.0,2.0,1.0,73.0,1.0,3.0,1.0,0.0,39,39,30
3.0,2.0,2.0,65.0,1.0,4.0,5.0,0.0,39,39,30
1.0,1.0,2.0,48.0,1.0,2.0,8.0,0.0,39,39,30
1.0,2.0,2.0,63.0,1.0,4.0,10.0,0.0,39,39,30
3.0,3.0,2.0,48.0,1.0,2.0,1.0,0.0,39,39,30
2.0,2.0,1.0,59.0,1.0,6.0,5.0,0.0,39,39,36
3.0,3.0,1.0,75.0,1.0,4.0,7.0,0.0,39,39,36
2.0,4.0,1.0,47.0,1.0,2.0,5.0,0.0,39,39,36
2.0,2.0,2.0,62.0,1.0,2.0,1.0,0.0,39,39,36
2.0,3.0,2.0,57.0,1.0,5.0,5.0,0.0,39,39,36
0.0,1.0,2.0,76.0,2.0,4.0,5.0,1.0,39,39,36
2.0,2.0,2.0,70.0,1.0,4.0,5.0,0.0,39,39,36
2.0,4.0,2.0,50.0,1.0,6.0,9.0,0.0,39,39,38
2.0,4.0,2.0,47.0,1.0,3.0,5.0,0.0,39,39,38
2.0,4.0,2.0,50.0,1.0,6.0,9.0,0.0,39,39,38
1.0,1.0,2.0,47.0,1.0,2.0,1.0,0.0,39,39,38
2.0,4.0,1.0,38.0,1.0,5.0,11.0,1.0,39,39,39
2.0,2.0,1.0,60.0,1.0,3.0,1.0,0.0,39,39,39
16.0,6.0,1.0,42.0,1.0,5.0,10.0,0.0,39,39,39
1.0,2.0,1.0,90.0,1.0,3.0,5.0,0.0,39,39,39
2.0,4.0,1.0,51.0,1.0,4.0,1.0,0.0,39,39,39
2.0,2.0,1.0,28.0,1.0,2.0,1.0,0.0,39,39,39
1.0,2.0,1.0,80.0,1.0,5.0,11.0,0.0,39,39,39
1.0,2.0,1.0,79.0,1.0,5.0,5.0,0.0,39,39,39
2.0,2.0,1.0,60.0,1.0,3.0,1.0,0.0,39,39,39
2.0,2.0,1.0,28.0,1.0,2.0,1.0,0.0,39,39,39
16.0,6.0,1.0,15.0,5.0,3.0,4.0,1.0,39,39,39
2.0,4.0,1.0,52.0,1.0,4.0,11.0,0.0,39,39,39
2.0,2.0,1.0,65.0,1.0,5.0,11.0,4.0,39,39,39
2.0,4.0,2.0,35.0,1.0,3.0,1.0,0.0,39,39,39
2.0,2.0,2.0,64.0,1.0,6.0,11.0,0.0,39,39,39
2.0,3.0,2.0,24.0,1.0,6.0,6.0,1.0,39,39,39
0.0,2.0,2.0,41.0,1.0,2.0,1.0,4.0,39,39,39
3.0,3.0,2.0,52.0,1.0,5.0,11.0,0.0,39,39,39
1.0,2.0,2.0,75.0,1.0,5.0,11.0,1.0,39,39,39
0.0,2.0,2.0,19.0,1.0,3.0,4.0,4.0,39,39,39
1.0,1.0,2.0,72.0,1.0,4.0,11.0,1.0,39,39,39
0.0,2.0,2.0,17.0,1.0,4.0,11.0,4.0,39,39,39
2.0,4.0,2.0,65.0,2.0,2.0,1.0,2.0,39,39,39
2.0,4.0,2.0,17.0,1.0,5.0,11.0,1.0,39,39,39
2.0,2.0,2.0,72.0,1.0,5.0,5.0,0.0,39,39,39
2.0,4.0,2.0,64.0,2.0,4.0,11.0,2.0,39,39,39
3.0,5.0,2.0,46.0,1.0,2.0,1.0,0.0,39,39,39
1.0,1.0,1.0,81.0,1.0,4.0,2.0,1.0,39,39,82
1.0,1.0,2.0,66.0,1.0,3.0,5.0,0.0,39,39,82
1.0,1.0,2.0,72.0,1.0,6.0,9.0,0.0,39,39,83
0.0,1.0,2.0,64.0,1.0,3.0,6.0,4.0,39,39,83
1.0,1.0,2.0,72.0,1.0,4.0,9.0,0.0,39,39,83
2.0,2.0,1.0,29.0,1.0,5.0,11.0,0.0,39,81,81
2.0,2.0,2.0,49.0,1.0,3.0,11.0,1.0,39,81,81
2.0,2.0,2.0,50.0,1.0,3.0,11.0,1.0,39,81,81
2.0,4.0,1.0,53.0,1.0,2.0,11.0,0.0,39,82,82
1.0,2.0,1.0,74.0,1.0,4.0,11.0,0.0,39,82,82
2.0,3.0,1.0,33.0,1.0,5.0,11.0,0.0,39,82,82
1.0,2.0,1.0,53.0,1.0,5.0,11.0,0.0,39,82,82
2.0,1.0,2.0,65.0,1.0,3.0,5.0,0.0,39,82,82
3.0,2.0,2.0,56.0,1.0,4.0,11.0,0.0,39,82,82
1.0,2.0,2.0,72.0,1.0,4.0,11.0,1.0,39,82,82
2.0,4.0,2.0,16.0,1.0,4.0,11.0,0.0,39,82,82
3.0,3.0,2.0,56.0,1.0,3.0,5.0,0.0,39,82,82
2.0,4.0,1.0,17.0,2.0,5.0,11.0,2.0,39,83,83
2.0,4.0,1.0,42.0,1.0,2.0,11.0,0.0,39,83,83
2.0,4.0,1.0,17.0,2.0,5.0,11.0,2.0,39,83,83
5.0,4.0,1.0,17.0,1.0,5.0,11.0,0.0,39,83,83
1.0,3.0,1.0,52.0,1.0,6.0,11.0,0.0,39,83,83
6.0,4.0,1.0,29.0,1.0,5.0,11.0,0.0,39,83,83
1.0,1.0,2.0,38.0,1.0,5.0,11.0,0.0,39,83,83
3.0,5.0,2.0,41.0,1.0,5.0,11.0,0.0,39,83,83
3.0,3.0,2.0,18.0,1.0,4.0,11.0,0.0,39,83,83
2.0,4.0,2.0,44.0,1.0,5.0,11.0,1.0,39,83,83
3.0,2.0,2.0,56.0,1.0,5.0,11.0,0.0,39,83,83
3.0,4.0,1.0,12.0,5.0,6.0,11.0,1.0,39,84,84
3.0,3.0,1.0,22.0,1.0,5.0,11.0,0.0,39,84,84
3.0,3.0,2.0,59.0,1.0,5.0,11.0,0.0,39,84,84
2.0,2.0,2.0,51.0,1.0,5.0,11.0,0.0,39,84,84
4.0,4.0,2.0,18.0,1.0,4.0,11.0,0.0,39,84,84
1.0,2.0,2.0,46.0,1.0,4.0,11.0,0.0,39,84,84
1.0,2.0,1.0,29.0,1.0,6.0,11.0,1.0,40,6,6
0.0,1.0,2.0,62.0,1.0,5.0,11.0,3.0,40,6,6
2.0,5.0,1.0,39.0,1.0,4.0,11.0,0.0,40,8,8
1.0,4.0,2.0,40.0,1.0,6.0,11.0,0.0,40,8,8
2.0,2.0,1.0,79.0,1.0,5.0,11.0,0.0,40,9,9
2.0,4.0,2.0,37.0,1.0,5.0,11.0,0.0,40,9,9
2.0,4.0,2.0,36.0,1.0,5.0,11.0,0.0,40,9,9
1.0,3.0,2.0,32.0,1.0,5.0,11.0,0.0,40,10,10
1.0,2.0,2.0,60.0,1.0,4.0,11.0,3.0,40,10,10
2.0,2.0,2.0,64.0,1.0,4.0,11.0,0.0,40,26,26
1.0,1.0,2.0,58.0,1.0,6.0,11.0,0.0,40,26,26
2.0,2.0,1.0,33.0,1.0,3.0,1.0,3.0,40,40,0
2.0,4.0,1.0,23.0,1.0,5.0,4.0,3.0,40,40,0
1.0,5.0,1.0,41.0,1.0,2.0,1.0,2.0,40,40,0
1.0,5.0,1.0,49.0,1.0,3.0,1.0,2.0,40,40,0
2.0,6.0,1.0,57.0,1.0,1.0,1.0,0.0,40,40,0
2.0,2.0,1.0,34.0,1.0,3.0,1.0,3.0,40,40,0
2.0,1.0,1.0,22.0,1.0,2.0,1.0,2.0,40,40,0
2.0,6.0,1.0,58.0,1.0,1.0,1.0,0.0,40,40,0
1.0,4.0,1.0,36.0,1.0,2.0,1.0,4.0,40,40,0
2.0,4.0,1.0,53.0,1.0,2.0,1.0,0.0,40,40,0
3.0,4.0,1.0,50.0,1.0,2.0,1.0,2.0,40,40,0
1.0,1.0,2.0,68.0,1.0,4.0,1.0,1.0,40,40,0
2.0,3.0,2.0,44.0,2.0,2.0,1.0,1.0,40,40,0
2.0,2.0,2.0,49.0,1.0,2.0,4.0,2.0,40,40,0
2.0,2.0,2.0,25.0,1.0,3.0,4.0,2.0,40,40,0
1.0,5.0,2.0,45.0,1.0,2.0,1.0,2.0,40,40,0
1.0,3.0,2.0,31.0,1.0,5.0,4.0,3.0,40,40,0
2.0,4.0,2.0,33.0,1.0,2.0,1.0,2.0,40,40,0
1.0,2.0,2.0,67.0,1.0,3.0,6.0,3.0,40,40,0
2.0,2.0,1.0,55.0,1.0,4.0,1.0,0.0,40,40,1
0.0,2.0,1.0,29.0,2.0,7.0,6.0,1.0,40,40,1
2.0,3.0,1.0,50.0,1.0,3.0,1.0,4.0,40,40,1
2.0,2.0,1.0,39.0,1.0,2.0,1.0,0.0,40,40,1
2.0,4.0,1.0,44.0,1.0,2.0,1.0,1.0,40,40,1
2.0,4.0,1.0,40.0,1.0,2.0,1.0,0.0,40,40,1
1.0,2.0,2.0,27.0,1.0,2.0,1.0,2.0,40,40,1
1.0,4.0,2.0,21.0,1.0,2.0,4.0,2.0,40,40,1
2.0,4.0,2.0,35.0,1.0,2.0,1.0,2.0,40,40,1
1.0,4.0,2.0,56.0,1.0,3.0,1.0,2.0,40,40,1
1.0,4.0,2.0,49.0,1.0,3.0,1.0,0.0,40,40,1
2.0,3.0,1.0,18.0,1.0,2.0,4.0,2.0,40,40,4
2.0,2.0,1.0,27.0,1.0,3.0,1.0,0.0,40,40,4
2.0,3.0,2.0,38.0,1.0,2.0,8.0,0.0,40,40,4
2.0,3.0,2.0,38.0,1.0,2.0,8.0,0.0,40,40,4
1.0,2.0,2.0,56.0,1.0,2.0,1.0,2.0,40,40,6
1.0,2.0,2.0,56.0,1.0,2.0,1.0,2.0,40,40,6
0.0,2.0,1.0,21.0,1.0,5.0,6.0,2.0,40,40,10
1.0,4.0,1.0,51.0,1.0,2.0,1.0,2.0,40,40,10
0.0,1.0,2.0,57.0,2.0,2.0,1.0,2.0,40,40,10
1.0,2.0,2.0,25.0,2.0,6.0,7.0,1.0,40,40,10
1.0,1.0,1.0,53.0,1.0,1.0,1.0,0.0,40,40,18
1.0,2.0,2.0,48.0,1.0,2.0,1.0,1.0,40,40,18
1.0,1.0,1.0,42.0,1.0,2.0,9.0,0.0,40,40,40
1.0,1.0,1.0,47.0,1.0,4.0,11.0,0.0,40,40,40
1.0,5.0,1.0,13.0,5.0,5.0,11.0,1.0,40,40,40
2.0,4.0,1.0,24.0,1.0,6.0,11.0,4.0,40,40,40
0.0,1.0,1.0,64.0,2.0,5.0,11.0,4.0,40,40,40
1.0,2.0,1.0,31.0,2.0,6.0,11.0,4.0,40,40,40
1.0,1.0,1.0,62.0,1.0,4.0,11.0,0.0,40,40,40
1.0,4.0,1.0,5.0,5.0,5.0,11.0,4.0,40,40,40
2.0,2.0,1.0,77.0,1.0,5.0,11.0,4.0,40,40,40
1.0,1.0,1.0,80.0,1.0,3.0,5.0,0.0,40,40,40
1.0,4.0,1.0,37.0,1.0,5.0,5.0,0.0,40,40,40
2.0,2.0,1.0,44.0,1.0,6.0,5.0,0.0,40,40,40
2.0,2.0,1.0,17.0,1.0,6.0,6.0,4.0,40,40,40
1.0,4.0,1.0,9.0,5.0,5.0,11.0,4.0,40,40,40
1.0,2.0,1.0,66.0,1.0,4.0,5.0,0.0,40,40,40
2.0,4.0,1.0,7.0,5.0,2.0,4.0,1.0,40,40,40
2.0,4.0,1.0,9.0,5.0,2.0,4.0,4.0,40,40,40
0.0,1.0,1.0,37.0,2.0,4.0,11.0,4.0,40,40,40
2.0,6.0,1.0,7.0,5.0,4.0,11.0,1.0,40,40,40
1.0,4.0,1.0,33.0,2.0,5.0,11.0,1.0,40,40,40
1.0,1.0,1.0,66.0,1.0,5.0,11.0,0.0,40,40,40
1.0,2.0,1.0,71.0,1.0,5.0,11.0,0.0,40,40,40
2.0,6.0,1.0,28.0,1.0,4.0,9.0,0.0,40,40,40
1.0,3.0,1.0,35.0,1.0,3.0,11.0,0.0,40,40,40
2.0,6.0,1.0,6.0,5.0,4.0,11.0,1.0,40,40,40
1.0,1.0,1.0,62.0,1.0,4.0,11.0,0.0,40,40,40
